addr,code,color,inventory,lat,lng,name,openTime,price,regDt,tel
경기 안산시 상록구 수인로 1917 (장상동),A0007079,GREEN,2300,37.35484270,126.87278770,드림주유소,,2000,2021-12-28 12:01:47,031-401-5189
경기 안산시 단원구 대부중앙로 174 (대부동동),A0007121,GREEN,1553,37.24159230,126.59243180,(주)세화주유소,,1500,2021-12-28 09:31:22,032-886-3883
충남 논산시 은진면 득안대로 888,A0007139,GREEN,1320,36.14702740,127.10387050,(주)동부에너지,,1500,2021-12-28 11:22:55,041-742-5151
경기 용인시 기흥구 삼성2로 61 (농서동),A0007184,YELLOW,445,37.22534290,127.07921740,반도체주유소,,2000,2021-12-28 08:18:48,031-287-5189
경기 평택시 포승읍 평택항로 158,A0007188,YELLOW,360,36.97394380,126.84392230,포승공단주유소,,1300,2021-12-28 10:58:38,031-684-5138
경기 용인시 처인구 백암면 백암로 23,A0007206,RED,100,37.15143900,127.38581340,백봉주유소,,1300,2021-12-28 12:26:54,031-322-5128
경기 용인시 처인구 이동면 남북대로 2616,A0007236,GRAY,0,37.14062370,127.20560000,송전휴게소주유소/충전소,,1500,2021-12-28 14:12:48,031-335-4194
경기 용인시 기흥구 공세로 162 (공세동),A0007243,GREEN,1077,37.23850940,127.10647610,기흥경인주유소,,2000,2021-12-28 14:15:52,031-286-7966
경기 용인시 기흥구 덕영대로 1920 (하갈동),A0007319,GREEN,1530,37.25664710,127.09615690,하갈셀프주유소,,2200,2021-12-28 12:02:12,031-283-2000
경기 용인시 처인구 원삼면 죽양대로 2287,A0007334,GREEN,6900,37.23202430,127.29791890,슈퍼맨주유소(주),,1300,2021-12-28 11:44:54,031-323-5145
경기 용인시 처인구 백옥대로 993 (남동),A0007434,RED,110,37.22449060,127.21005770,지에스칼텍스(주)남동주유소,,2000,2021-12-28 11:28:42,031-323-5202
경기 용인시 기흥구 중부대로 716 (상하동),A0007448,GREEN,2370,37.26308480,127.13856100,삼미상사(주)한양주유소,,2200,2021-12-28 09:12:31,031-283-6060
경기 김포시 고촌읍 김포대로 55-12,A0007650,GREEN,1182,37.58450850,126.79580210,미광셀프주유소,,2200,2021-12-28 12:52:33,031-989-5182
경기 용인시 처인구 이동면 백옥대로 537,A0007657,RED,181,37.18504020,127.20398450,승원주유소,,1500,2021-12-28 10:17:39,031-323-5136
전북 전주시 덕진구 기린대로 1003 (여의동),A0007691,YELLOW,230,35.86627770,127.07589110,(주)한영 전주지점 금성주유소,,1500,2021-12-28 09:25:15,063-211-4888
인천 서구 봉수대로 181 (가좌동),A0007744,GREEN,1350,37.49195380,126.66066600,파란들주유소,,1200,2021-12-28 12:17:06,032-578-5188
경기 광주시 곤지암읍 경충대로 41,A0007819,YELLOW,979,37.32813150,127.39492960,서민행복주유소,,2000,2021-12-28 12:01:50,031-761-1775
경기 김포시 통진읍 김포대로 2466,A0007889,GREEN,1092,37.69819890,126.57572170,펜텍주유소,,2500,2021-12-28 12:31:17,031-997-5150
인천 서구 백범로 853 (가좌동),A0007908,GREEN,1000,37.48473040,126.66335380,(주)보문 가좌주유소,,1200,2021-12-28 11:52:26,032-583-5188
인천 서구 봉수대로 1491 (금곡동),A0007953,YELLOW,605,37.60557070,126.64599760,(주)자연에너지 금곡주유소,,1500,2021-12-28 09:09:52,032-566-5189
인천 서구 중봉대로 372 (원창동),A0007974,GREEN,1756,37.51251230,126.64956500,서광유업㈜청도3주유소,,1500,2021-12-28 13:45:00,032-577-0001
인천 서구 중봉대로 148,A0008072,GREEN,2510,37.49267739,126.64829620,한밭산업㈜ 청라주유소,,1500,2021-12-28 12:02:05,032-575-5261
인천 서구 봉수대로 1543 (금곡동),A0008107,YELLOW,972,37.60976010,126.64382680,(주)디오티디 인천랍스터주유소,,2000,2021-12-28 11:19:25,032-567-5185
경기 의왕시 오봉로 182 (부곡동),A0008150,GREEN,1912,37.33486150,126.96033170,현대오일뱅크(주)직영 의왕셀프주유소,,2000,2021-12-28 09:08:34,031-461-8204
경기 의왕시 창말로 39,A0008176,YELLOW,200,37.33611500,126.95399260,의왕아이시디주유소,"08:00~20:00(평일), 08:00~16:00(토)일요일휴무",1500,2021-12-28 11:13:41,031-461-8005
경기 의왕시 경수대로 112 (왕곡동),A0008224,GREEN,2067,37.33775330,126.98031090,지지대셀프주유소,,2200,2021-12-28 14:46:49,031-454-0448
